ID,rating,roaster,name,type_espresso,type_organic,type_fair_trade,type_decaffeinated,type_best_value,type_pod_capsule,type_blend,type_estate,type_peaberry,type_barrel_aged,type_aged,location,origin,roast,review_date,agtron,aroma,acid,body,flavor,aftertaste,region,value_standard,blind_assessment_sentiment,notes_sentiment,bottom_line_sentiment
0,95,JBC Coffee Roasters,Wilton Benitez Geisha,0,0,0,0,0,0,0,1,0,0,0,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Medium-Light,11/1/2022,59/81,9,9,9,9,9,south_america,0.110231221,0.8832,0.9169,0.765
1,95,Bird Rock Coffee Roasters,Colombia Cerro Azul Geisha,0,0,0,0,0,0,0,1,0,0,0,"San Diego, California","Trujillo, Valle del Cauca Department, Colombia",Light,11/1/2022,62/80,9,9,9,9,9,south_america,0.260145682,0.8316,0.7506,0.4588
2,94,Regent Coffee,Yirgacheffe Mengesha Natural,0,0,0,0,1,0,0,1,0,0,0,"Glendale, California","Yirgacheffe growing region, southern Ethiopia",Medium-Light,11/1/2022,60/77,9,9,9,9,8,africa_arabia,0.060259734,0.7184,0.6908,0.3182
3,93,Regent Coffee,Colombia Tolima Finca El Mirador Washed Anaerobic,0,0,0,0,0,0,0,1,0,0,0,"Glendale, California","Tolima, Colombia",Medium-Light,11/1/2022,59/79,9,9,8,9,8,south_america,0.060259734,0.743,0.4939,0.7096
4,94,Theory Coffee Roasters,Panama Geisha Finca Debra Symbiosis,0,0,0,0,0,0,0,1,0,0,0,"Redding, California","Volcan growing region, western Panama",Light,11/1/2022,62/80,9,9,9,9,8,central_america,0.396832396,0.8176,0.4215,0.7269
5,94,Theory Coffee Roasters,Panama Geisha Finca Debra Echo,0,0,0,0,0,0,0,1,0,0,0,"Redding, California","Volcan growing region, western Panama",Light,11/1/2022,64/80,9,9,9,9,8,central_america,0.2,0.3182,-0.4588,0.5994
6,93,Theory Coffee Roasters,Panama Geisha Finca Debra Vivid,0,0,0,0,0,0,0,1,0,0,0,"Redding, California","Volcan growing region, western Panama",Light,11/1/2022,62/82,9,8,9,9,8,central_america,0.215,0.8689,-0.4588,0.836
7,95,Paradise Roasters,Ethiopia Hamasho Washed,0,0,0,0,0,0,0,0,0,0,0,"Minnesota, Minnesota","Bombe Mountains, Sidama Region, Ethiopia",Light,11/1/2022,62/81,9,9,9,9,9,africa_arabia,0.073487481,0.836,0.6369,0.4767
8,95,Paradise Roasters,Ethiopia Idido Anaerobic Natural,0,0,0,0,0,0,0,0,0,0,0,"Minneapolis, Minnesota","Yirgacheffe growing region, southern Ethiopia",Medium-Light,11/1/2022,61/80,9,9,9,9,9,africa_arabia,0.117579969,0.3818,0.875,0.743
9,94,SkyTop Coffee,Mexico Cup of Excellence #7,0,0,0,0,0,0,0,1,0,0,0,"Manlius, New York","Coatepec, Veracruz State, Mexico",Light,11/1/2022,62/80,9,9,9,9,8,other,0.117579969,0.8658,0.3612,0.8803
10,93,Durango Coffee Company,Costa Rica Las Lajas Red Honey,0,0,0,0,1,0,0,1,0,0,0,"Durango, Colorado","Sabanilla de Alajuela, Alajuela Province, Costa Rica",Medium-Light,11/1/2022,58/74,9,8,9,9,8,central_america,0.052764011,0.7096,0.802,0.7269
11,93,Giv Coffee,Garden of Eden,0,0,0,0,0,0,0,1,0,0,0,"Canton, Connecticut","Quindio Department, Colombia",Medium-Light,11/1/2022,59/79,9,9,8,9,8,south_america,0.082305978,0.9061,0.7876,0
12,93,SkyTop Coffee,Colombia Finca Santa Maria Honey Tabi,0,1,0,0,0,0,0,1,0,0,0,"Manlius, New York","Santander Department, Colombia",Medium-Light,11/1/2022,61/77,9,9,8,9,8,south_america,0.058789985,0.8434,0.6486,0.836
13,91,SkyTop Coffee,Mexico La Peña,0,0,0,0,0,0,0,1,0,0,0,"Manlius, New York","Siltepec, Chiapas State, Mexico",Medium-Light,11/1/2022,58/76,9,8,8,9,7,central_america,0.064668983,0.8591,0,0.9022
14,94,Temple Coffee,Ethiopia Reko Yirgacheffe,0,0,0,0,0,0,0,0,0,0,0,"Sacramento, California","Yirgacheffe growing region, southern Ethiopia",Medium-Light,11/1/2022,60/76,9,9,9,9,8,africa_arabia,0.069078232,0.872,0.7506,-0.0772
15,94,Genesis Coffee Lab,Double-Anaerobic Fermentation Tamiru Tadesse,0,0,0,0,0,0,0,0,0,0,0,"Big Lake, Alaska","Sidamo growing region, south-central Ethiopia",Light,11/1/2022,62/80,9,9,9,9,8,africa_arabia,0.141095963,0.886,0.3612,0.872
16,94,Jaunt Coffee Roasters,Ethiopia Chelbesa Danche Yirgacheffe,0,0,0,0,0,0,0,1,0,0,0,"San Diego, California","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Medium-Light,11/1/2022,60/77,9,9,9,9,8,africa_arabia,0.070547981,0.9001,0.765,0.6705
17,94,Genesis Coffee Lab,Ethiopia Honey Process Tamiru Tadesse,0,0,0,0,0,0,0,0,0,0,0,"Big Lake, Alaska","Sidamo growing region, south-central Ethiopia",Light,11/1/2022,64/83,9,9,9,9,8,africa_arabia,0.123458968,0.9423,0.1901,0.5106
18,93,Jaunt Coffee Roasters,Colombia Planadas Tolima,0,0,0,0,0,0,0,0,0,0,0,"San Diego, California","Tolima, Colombia",Light,11/1/2022,65/81,9,9,8,9,8,south_america,0.105821972,0.891,0,0.743
19,93,Jaunt Coffee Roasters,Kenya Kiambu,0,0,0,0,0,0,0,0,0,0,0,"San Diego, California","Kiambu growing region, south-central Kenya",Light,11/1/2022,65/81,9,9,8,9,8,africa_arabia,0.070547981,0.8957,0.6077,0.4588
20,93,Temple Coffee,Guatemala David Solano Single-Origin Espresso,1,0,0,0,0,0,0,1,0,0,0,"Sacramento, California","Chimaltenango, Guatemala",Medium-Light,11/1/2022,56/74,8,,9,9,8,central_america,0.072017731,0.4767,0.836,0.2263
21,93,Jaunt Coffee Roasters,Ethiopia Chelechele Yirgacheffe,0,0,0,0,0,0,0,0,0,0,0,"San Diego, California","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,11/1/2022,59/77,9,8,9,9,8,africa_arabia,0.067608482,0.9287,0.3612,0.6369
22,93,Merge Coffee Company,Tropical Summer Colombia La Sierra,0,0,0,0,0,0,0,0,0,0,0,"Harrisonburg, Virginia","La Sierra, Cauca Department, Colombia",Medium-Light,11/1/2022,60/77,9,9,8,9,8,south_america,0.083731635,0.6486,0.743,0.4767
23,92,Temple Coffee,Festivity Blend,0,0,0,0,0,0,1,0,0,0,0,"Sacramento, California",Guatemala; Ethiopia; Colombia,Medium-Light,11/1/2022,58/74,8,8,9,9,8,other,0.066138733,0.9081,0.836,0.8481
24,96,Roadmap CoffeeWorks,Ethiopia Halo Beriti,0,0,0,0,1,0,0,0,0,0,0," Lexington, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium-Light,11/1/2022,60/77,9,9,9,10,9,africa_arabia,0.061582509,0.875,0.8316,0.4588
25,93,Roadmap CoffeeWorks,Espresso Giusto,1,0,0,0,1,0,1,0,0,0,0,"Lexington, Virginia",Colombia; Guatemala; Mexico,Medium-Light,11/1/2022,52/70,8,,9,9,8,other,0.049824512,0.6597,0.8481,0.5574
26,96,Corvus Coffee,Narsha Gesha,0,0,0,0,0,0,0,0,0,0,0,"Denver, Colorado","Bench-Maji Zone, southern Ethiopia",Light,11/1/2022,63/81,9,9,9,10,9,africa_arabia,0.175,0.8581,0.886,0.5709
27,93,Index Coffee Roasters,Ethiopia Yirgacheffe,0,0,0,0,0,0,0,0,0,0,0,"Fairfax, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium-Light,11/1/2022,58/74,9,9,8,9,8,africa_arabia,0.052764011,0.9062,0,0.25
28,93,Roadmap CoffeeWorks,Nicaragua Los Pedernales,0,0,0,0,0,0,0,1,0,0,0,"Lexington, Virginia","Jinotega Department, Nicaragua",Light,11/1/2022,62/80,9,8,9,9,8,central_america,0.05658536,0.8807,0.8934,0.7269
29,96,Kakalove Cafe,Ethiopia Washed Guji Uraga Welichu,0,0,0,0,0,0,0,0,0,0,0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,11/1/2022,58/78,9,9,9,10,9,africa_arabia,0.054564454,0.9242,0.6597,0.872
30,94,Joe Bean Roasters,Don Roger & Isabel’s Natural Fruit Symphony,0,0,0,0,0,0,0,1,0,0,0,"Rochester, New York","Jinotega Department, Nicaragua",Medium-Light,11/1/2022,60/77,9,9,9,9,8,central_america,0.108571429,0.9042,0.2732,0.8519
31,95,Kakalove Cafe,Kenya Gitare AA TOP,0,0,0,0,0,0,0,0,0,0,0,"Chia-Yi, Taiwan","Embu County, Eastern Province, Kenya",Light,11/1/2022,62/80,9,9,9,9,9,africa_arabia,0.049471772,0.8979,0.7425,0.8555
32,93,Coffee By Design,Costa Rica Naranjo Danilo Salazar Arias,0,0,0,0,0,0,0,1,0,0,0,"Portland, Maine","Naranjo, Alajuela Province, Costa Rica",Light,11/1/2022,62/80,9,8,9,9,8,central_america,0.070547981,0.8481,0.5574,0.8442
33,95,Kakalove Cafe,Yemen Natural Sana’a Manakhah Ja’adi,0,0,0,0,0,0,0,0,0,0,0,"Chia-Yi, Taiwan","Manakhah, Sana'a, Yemen",Medium-Light,11/1/2022,58/77,9,9,9,9,9,africa_arabia,0.261909381,0.8297,0.6597,0.4902
34,95,Kakalove Cafe,Ethiopia Bench Maji Gesha Special Natural Lot 03,0,0,0,0,0,0,0,0,0,0,0,"Chia-Yi, Taiwan","Bench-Maji Zone, southern Ethiopia",Light,11/1/2022,64/81,9,9,9,9,9,africa_arabia,0.058202085,0.8957,0.836,0.9246
35,94,Buon Caffe,Ethiopia Yirgacheffe Kochere Debo Premium Lot Washed Process,0,0,0,0,0,0,0,0,0,0,0,"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,11/1/2022,62/80,9,9,9,9,8,africa_arabia,0.066786892,0.9382,0,0.7096
36,94,Kakalove Cafe,Ethiopia Natural Yirgacheffe Burtukaana Danche,0,0,0,0,0,0,0,0,0,0,0,"Chia-Yi, Taiwan","Gedeo Zone, southern Ethiopia",Medium-Light,11/1/2022,60/78,9,9,9,9,8,africa_arabia,0.050926824,0.9442,0.7845,0.6597
37,93,Joe Bean Roasters,Finca Buenavista Edwin Zambrano Colombia,0,0,0,0,1,0,0,1,0,0,0,"Rochester, New York","Huila Department, Colombia",Medium-Light,11/1/2022,58/78,9,9,8,9,8,south_america,0.055850485,0.7269,0.3612,0.5859
38,93,Buon Caffe,Ethiopia Guji Uraga Wolichu Wachu Anaerobic Natural Process,0,0,0,0,0,0,0,0,0,0,0,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,11/1/2022,62/84,9,8,9,9,8,africa_arabia,0.058056579,0.8658,0.9201,0.8927
39,93,Buon Caffe,Bouquet Serenade 1982 Espresso Blend,1,0,0,0,0,0,1,0,0,0,0,"Taipei, Taiwan",Costa Rica; Honduras; Indonesia,Medium-Light,11/1/2022,54/72,9,,8,9,8,other,0.036230798,0.8581,0.3612,0.7717
40,93,Buon Caffe,Honduras Copan Finca Liquidambar Natural Process,0,0,0,0,0,0,0,1,0,0,0,"Taipei, Taiwan","Las Flores, Marcala, La Paz, Honduras",Medium-Light,11/1/2022,60/74,9,8,9,9,8,central_america,0.066786892,0.891,0.3612,0.8271
41,92,Buon Caffe,Colombia Tolima La Gallera Honey Process,0,0,0,0,0,0,0,1,0,0,0,"Taipei, Taiwan","Tolima, Colombia",Medium-Light,11/1/2022,58/74,9,8,9,8,9,south_america,0.062421736,0.836,0,0
42,91,Buon Caffe,The Glistening Orchard Blend,0,0,0,0,0,0,1,0,0,0,0,"Taipei, Taiwan",Colombia; Ethiopia,Medium-Light,11/1/2022,58/77,9,7,8,9,8,other,0.066786892,0.4767,0,0
43,94,RamsHead Coffee Roasters,Ethiopia Hateso Guji Washed,0,0,0,0,1,0,0,0,0,0,0,"Bozeman, Montana","Guji Zone, Oromia Region, Ethiopia",Medium-Light,11/1/2022,59/78,9,9,9,9,8,africa_arabia,0.058789985,0.8779,0,0.5574
44,93,Drink Coffee Do Stuff,El Salvador Unicorn,0,0,0,0,0,0,0,1,0,0,0,"Truckee, California","El Bálsamo Quetzaltepec growing region, El Salvador",Medium-Light,11/1/2022,59/77,9,9,8,9,8,central_america,0.063493183,0.8885,0.3612,0.3612
45,93,Grass Coffee Roaster,Alishan Washed,0,0,0,0,0,0,0,1,0,0,0,"Yilan, Taiwan","Alishan growing region, Taiwan",Medium,11/1/2022,54/67,9,8,9,9,8,other,0.198,0.91,0,0.7096
46,93,RamsHead Coffee Roasters,Ethiopia Wush Wush Black Honey Lot 2,0,0,0,0,0,0,0,0,0,0,0,"Bozeman, Montana","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,11/1/2022,57/77,9,8,9,9,8,africa_arabia,0.061729484,0.8957,0,0.8271
47,91,Grass Coffee Roaster,Alishan Natural,0,0,0,0,0,0,0,1,0,0,0,"Yilan, Taiwan","Alishan growing region, Taiwan",Medium-Light,11/1/2022,58/74,8,8,9,9,7,other,0.198,0.8957,0.3612,0.8442
48,94,Equator Coffees,Guatemala El Injerto Pacamara,0,0,0,0,0,0,0,1,0,0,0,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",Medium-Light,11/1/2022,58/74,9,9,9,9,8,central_america,0.129337966,0.7845,0,0.7964
49,93,Flower Child Coffee,Honduras Roberto Figueroa,0,0,0,0,0,0,0,0,0,0,0,"Oakland, California","Santa Barbara Department, Honduras",Medium-Light,11/1/2022,59/78,9,9,8,9,8,central_america,0.1,0.8442,0,0.7003
50,93,Wonderstate Coffee,Guatemala Tojquia,0,0,0,0,0,0,0,0,0,0,0,"Viroqua, Wisconsin","Tojquia, Huehuetenango Department, Guatemala",Medium-Light,11/1/2022,60/77,8,9,9,9,8,central_america,0.061729484,0.9313,0.8442,0.92
51,92,Bird Rock Coffee Roasters,Guatemala Don Angel,0,0,0,0,0,0,0,1,0,0,0,"San Diego, California","La Libertad, Huehuetenango Department, Guatemala",Medium-Light,11/1/2022,61/78,8,9,8,9,8,central_america,0.055850485,0.7783,0.5994,0.7096
52,92,Chromatic Coffee,El Salvador La Lagunita,0,0,0,0,0,0,0,1,0,0,0,"San Jose, California","Apaneca-Ilamatepec growing region, El Salvador",Medium-Light,11/1/2022,62/78,9,8,8,9,8,central_america,0.091677102,0.8762,0.5719,0.836
53,92,GK Coffee,El Salvador Finca Santa Elena El Corozo Pacamara,0,0,0,0,0,0,0,1,0,0,0,"Yilan, Taiwan","Apaneca-Ilamatepec growing region, El Salvador",Medium-Light,11/1/2022,58/80,8,8,9,9,8,central_america,0.09075,0.7269,0.4404,0.4588
54,92,Small Eyes Cafe,Panama Mama Cata Typica,0,0,0,0,0,0,0,1,0,0,0,"Yilan, Taiwan","Boquete growing region, Panama",Light,11/1/2022,62/80,9,8,8,9,8,central_america,0.0627,0.7783,0,0.7269
55,91,Speckled Ax,Guatemala Valentón,0,0,0,0,0,0,0,1,0,0,0,"Portland, Maine","Villa Canales, Guatemala Department, Guatemala",Medium-Light,11/1/2022,60/77,8,9,8,9,7,central_america,0.058789985,0.9061,0.1531,0.8481
56,92,Sucré Beans,Nicaragua Jinotega Fincas Mierisch La Escondida Red Pacamara,0,0,0,0,0,0,0,1,0,0,0,"Taipai, Taiwan","Jinotega Department, Nicaragua",Medium-Light,11/1/2022,57/74,8,9,8,9,8,central_america,0.106666667,0.9201,0.4019,0.872
57,91,Tico Coffee Roasters,Costa Rica Finca San Luis,0,0,0,0,0,0,0,1,0,0,0,"Campbell, California","Santa Maria de Dota, Tarrazu growing region, Costa Rica",Medium-Light,11/1/2022,56/74,8,9,8,9,7,central_america,0.058789985,0.9001,0.25,0.9147
58,95,Magnolia Coffee,Colombia Finca Samboni Gesha Anaerobic Natural,0,0,0,0,0,0,0,1,0,0,0,"Charlotte, North Carolina","Algeciras, Huila Department, Colombia",Light,11/1/2022,62/80,9,9,9,9,9,south_america,0.132277465,0.916,0.5423,0.6597
59,94,Bird Rock Coffee Roasters,Colombia Tres Dragones,0,0,0,0,0,0,0,1,0,0,0,"San Diego, California","Caicedonia, Valle de Cauca Department, Colombia",Light,11/1/2022,64/84,9,9,9,9,8,south_america,0.081130179,0.9062,0.8442,0.6908
60,94,Magnolia Coffee,Rwanda Cyesha Natural,0,0,0,0,0,0,0,1,0,0,0,"Charlotte, North Carolina","Nyamasheke District, Lake Kivu, Rwanda",Medium-Light,11/1/2022,58/74,9,9,9,9,8,africa_arabia,0.07642698,0.8979,0.6124,0.8625
61,92,Samlin Coffee,Ethiopia Guji Hambela Wate Natural G1,0,0,0,0,0,0,0,0,0,0,0,"New Taipei City, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,11/1/2022,57/75,9,8,8,9,8,africa_arabia,0.0726,0.8402,0.7269,0.7964
62,93,El Gran Cafe,Tinamit Tolimán,0,0,0,0,0,0,1,0,0,0,0,"Antigua, Guatemala","San Lucas Tolimán, Lake Atitlán growing region, Guatemala",Medium-Light,11/1/2022,56/74,9,8,9,9,8,central_america,0.047031988,0.7841,0.9349,0.8442
63,92,El Gran Cafe,Finca Patzibir,0,0,0,0,0,0,0,0,0,0,0,"Antigua, Guatemala","Lake Atitlán growing region, Guatemala",Medium-Light,11/1/2022,56/74,8,8,9,9,8,central_america,0.047031988,0.765,0.9349,0.743
64,93,El Gran Cafe,Proyecto Aurora,0,0,0,0,0,0,0,0,0,0,0,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,11/1/2022,58/76,9,9,8,9,8,central_america,0.029394992,0.7096,0.9509,0.7334
65,93,El Gran Cafe,Finca El Potrero,0,0,0,0,0,0,0,0,0,0,0,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,11/1/2022,60/76,9,9,8,9,8,central_america,0.029394992,0.836,0.9349,0.7096
66,93,El Gran Cafe,Chacayá Santiago Atitlán,0,0,0,0,0,0,1,0,0,0,0,"Antigua, Guatemala","Lake Atitlán growing region, Guatemala",Medium-Light,11/1/2022,55/73,9,8,8,9,8,central_america,0.047031988,0.8402,0.9349,0.836
67,94,El Gran Cafe,Espresso No. 3,1,0,0,0,0,0,0,0,0,0,0,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,11/1/2022,54/78,9,,9,9,8,central_america,0.058789985,0.3182,0.93,0.7783
68,94,El Gran Cafe,Finca Santa Isabel,0,0,0,0,0,0,0,0,0,0,0,"Antigua, Guatemala","Cobán growing region, Alta Verapaz Department, Guatemala",Medium-Light,11/1/2022,58/76,9,9,9,9,8,central_america,0.03821349,0.7351,0.9349,0.6705
69,92,El Gran Cafe,Esperanza Villa Sarchi,0,0,0,0,0,0,0,0,0,0,0,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,11/1/2022,58/78,9,8,8,9,8,central_america,0.048501737,0.9348,0.9349,0.8519
70,91,El Gran Cafe,5a Sur,0,0,0,0,0,0,0,0,0,0,0,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium,11/1/2022,50/66,9,8,9,8,7,central_america,0.014697496,0.836,0.9349,0.7906
71,91,El Gran Cafe,5a Poniente,0,0,0,0,0,0,0,0,0,0,0,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,11/1/2022,52/76,8,8,8,9,8,central_america,0.014697496,0.7506,0.9349,0.5719
72,95,modcup coffee,Colombia Castillo Fruit Maceration Series (Passionfruit),0,0,0,0,0,0,0,0,0,0,0,"Jersey City, New Jersey","Armenia, Quindio Department, Colombia",Medium-Light,10/1/2022,58/78,9,9,9,9,9,south_america,0.110231221,0.7425,0.743,0
73,93,modcup coffee,Colombia Castillo Fruit Maceration Series (Grape),0,0,0,0,0,0,0,0,0,0,0,"Jersey City, New Jersey","Armenia, Quindio Department, Colombia",Light,10/1/2022,62/80,9,8,9,9,8,south_america,0.110231221,0.7506,0.743,0.8122
74,94,modcup coffee,Colombia Castillo Fruit Maceration Series (Strawberry),0,0,0,0,0,0,0,0,0,0,0,"Jersey City, New Jersey","Armenia, Quindio Department, Colombia",Medium-Light,10/1/2022,61/78,9,8,9,9,9,south_america,0.110231221,0.8779,0.743,0
75,93,modcup coffee,Balearic Beans,0,0,0,0,0,0,1,0,0,0,0,"Jersey City, New Jersey","Armenia, Quindio Department, Colombia; Ethiopia",Light,10/1/2022,64/86,9,8,9,9,8,africa_arabia,0.110231221,0.4939,0.743,0.5423
76,94,modcup coffee,Colombia Castillo Fruit Maceration Series (Peach),0,0,0,0,0,0,0,0,0,0,0,"Jersey City, New Jersey","Armenia, Quindio Department, Colombia",Medium-Light,10/1/2022,60/77,9,9,9,9,8,south_america,0.110231221,0.9485,0.743,0
77,92,JBC Coffee Roasters,El Triunfo Mexico,0,0,0,0,0,0,0,0,0,0,0,"Madison, Wisconsin","Sierra Madre, Chiapas State, Mexico",Medium-Light,10/1/2022,58/76,9,8,8,9,8,central_america,0.049971487,0.7184,0.886,0.7184
78,95,Kasasagi Coffee Roasters,Full Moon Espresso,1,0,0,0,0,0,1,0,0,0,0,"Taipei, Taiwan",Ethiopia; Guatemala; El Salvador; Panama; Costa Rica,Medium,10/1/2022,48/64,9,,9,9,8,africa_arabia,0.09075,0.8834,0.3612,0.34
79,93,Euphora,World 2.0 Espresso Blend,1,0,0,0,0,0,1,0,0,0,0,"Taipei, Taiwan",Guatemala; Nicaragua; Ethiopia; Costa Rica; Indonesia; Brazil,Medium-Light,10/1/2022,58/78,8,,9,9,8,other,0.022046244,0.836,0.4019,0.7783
80,95,Euphora Coffee,Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,0,0,0,0,0,0,0,0,0,0,0,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,10/1/2022,62/80,9,9,9,9,9,africa_arabia,0.088184977,0.7096,0.5106,0.902
82,94,VERYTIME,Colombia La Esperanza 100% Geisha Hanashaku,0,0,0,0,0,0,0,0,0,0,0,"Taoyuan, Taiwan"," Valle de Cauca, Colombia",Light,10/1/2022,65/81,9,9,9,9,8,south_america,0.145505212,0.9524,0.3612,0.8126
83,95,San Francisco Bay Coffee Company,Kona Extra Fancy,0,0,0,0,0,0,0,0,0,0,0,"Lincoln, California","Kona growing region, “Big Island” of Hawai’i",Medium-Light,10/1/2022,58/74,9,9,9,9,9,hawaii,0.135187569,0.8957,0,0.7717
84,94,Durango Coffee Company,Costa Rica Las Lajas Perla Negra,0,0,0,0,0,0,0,1,0,0,0,"Durango, Colorado ","Sabanilla de Alajuela growing region, Costa Rica",Medium-Light,10/1/2022,57/76,9,9,9,9,9,central_america,0.05570351,0.9136,0.8658,0.3612
85,96,GK Coffee,Ecuador COE 1st place Arashi Typica Mejorado Washed,0,0,0,0,0,0,0,0,0,0,0,"Yilan, Taiwan","Saraguro, Loja, Ecuador",Light,10/1/2022,62/80,9,9,9,10,9,south_america,1.32,0.8651,0.3612,0.9565
86,93,Amavida Coffee Roasters,Burundi Natural Anaerobic Kibingo,0,0,0,0,0,0,0,0,0,0,0,"Santa Rosa Beach, Florida","Kayanza, Burundi",Medium-Light,10/1/2022,62/78,9,8,9,9,8,africa_arabia,0.067608482,0.5719,0.8779,0.7783
88,95,Fumi Coffee Company,Ethiopia Getu Kurume Natural,0,0,0,0,0,0,0,0,0,0,0,"Hsinchu, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,10/1/2022,64/86,9,9,9,9,9,africa_arabia,0.066932397,0.886,0.3612,0.6597
89,93,Cozy House Coffee,Taste Bud Travel Blend Espresso,1,0,0,0,0,0,1,0,0,0,0,"Taipei City, Taiwan",Brazil; Costa Rica; Guatemala,Medium-Light,10/1/2022,52/70,8,,9,9,8,central_america,0.039977974,0.9168,0,0.743
90,94,Cozy House Coffee,Fruit of the Goddess Espresso Blend,1,0,0,0,0,0,1,0,0,0,0,"Taipei City, Taiwan", Kenya; Costa Rica; Ethiopia,Medium-Light,10/1/2022,52/70,9,,9,9,8,africa_arabia,0.039977974,0.765,0,0.7717
91,94,Cozy House Coffee,Papua New Guinea Wahgi Valley Sigri Estate Peaberry,0,0,0,0,0,0,0,0,0,0,0,"Taipei City, Taiwan","Western Highlands Province, Papua New Guinea",Medium-Light,10/1/2022,57/77,9,9,9,9,8,asia_pacific,0.079955947,0.8479,0.3892,0.6369
92,95,Cozy House Coffee,Kenya Nyeri Asali Peaberry,0,0,0,0,0,0,0,0,0,0,0,"Taipei City, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,10/1/2022,60/77,9,9,9,9,9,africa_arabia,0.072687225,0.9402,0.1779,0.8793
93,95,Magnolia Coffee,Ethiopia Gera Estate Anaerobic Natural,0,0,0,0,0,0,0,0,0,0,0,"Charlotte, North Carolina","Djimma growing region, Oromia State, Ethiopia",Medium-Light,10/1/2022,60/78,9,9,9,9,9,africa_arabia,0.064668983,0.8126,0.5423,0.8126
94,90,Bargain Cafe,Cattleya Blend,0,0,0,0,0,0,0,0,0,0,0,"Taitung, Taiwan",Ethiopia ,Medium-Light,10/1/2022,59/77,8,8,8,8,8,central_america,0.085411559,0.8402,0.7184,0.8225
95,92,Bargain Cafe,Ethiopia Natural Guji Morel Floral Kudume,0,0,0,0,0,0,0,0,0,0,0,"Taitung, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,10/1/2022,63/87,9,9,8,9,7,africa_arabia,0.040013933,0.8834,0.6597,0.5859
101,94,Bargain Cafe,Memories of Autumn,0,0,0,0,0,0,0,0,0,0,0,"Taitung, Taiwan",Ethiopia; Colombia,Light,10/1/2022,64/82,9,9,9,9,8,africa_arabia,0.058056579,0.7346,0.2023,0.7003
102,93,Dr. Young Cafe,Colombia El Paraiso Floral Lychee,0,0,0,0,0,0,0,0,0,0,0,"Taipei, Taiwan","Cauca Department, Colombia",Light,10/1/2022,64/82,9,8,9,9,8,south_america,0.101853648,0.8625,0.8091,0.4767
103,93,RamsHead Coffee Roasters,Open Country Cafe Series,0,0,0,0,0,0,1,0,0,0,0,"Bozeman, Montana","El Salvador, Guatemala",Medium-Light,10/1/2022,55/73,9,8,9,9,8,central_america,0.052910986,0.9313,0,0.7506
104,93,RamsHead Coffee Roasters,Backwoods Espresso,1,0,0,0,0,0,1,0,0,0,0,"Bozeman, Montana","Costa Rica, El Salvador",Medium,10/1/2022,50/64,9,,8,9,8,other,0.051441236,0.8402,0,0.765
105,94,RamsHead Coffee Roasters,Costa Rica Cerro Dragon Geisha Honey,0,0,0,0,0,0,0,0,0,0,0,"Bozeman, Montana"," Tarrazú, Costa Rica",Medium-Light,10/1/2022,59/78,9,9,9,9,8,central_america,0.088184977,0.8779,-0.0516,0.4588
106,96,Kakalove Cafe,Guatemala Washed El Injerto EI05 Mocca,0,0,0,0,0,0,0,1,0,0,0,"Chia-Yi, Taiwan","La Libertad, Huehuetenango Department, Guatemala",Light,10/1/2022,61/81,9,9,9,10,9,central_america,0.349212508,0.9346,0.3612,0.765
107,95,Kakalove Cafe,Taiwan Natural Alishan Zhuo-Wu Geisha,0,0,0,0,0,0,0,1,0,0,0,"Chia-Yi, Taiwan","Alishan, Chia-Yi, Taiwan",Medium-Light,10/1/2022,60/78,9,9,9,9,9,other,0.396,0.8658,0.7269,0.9118
108,95,Kakalove Cafe,Ethiopia Natural Guji Uraga Tome 74110 Lot K06,0,0,0,0,0,0,0,0,0,0,0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,10/1/2022,63/85,9,9,9,9,9,africa_arabia,0.047289194,0.8957,0.6597,0.5423
